07229315,07229315,1.0,1.0,1.0,1.0
00537098,00537098,1.0,1.0,1.0,1.0
00537098,05570686,1.0,0.5,0.0,1.0
00537098,04411620,1.0,0.5,0.0,1.0
01743548,00537098,0.666666666667,0.5,0.166666666667,1.0
01743548,05570686,0.666666666667,1.0,0.0,1.0
01743548,04411620,0.666666666667,1.0,0.0,1.0
04411620,00537098,1.0,0.5,0.0,1.0
04411620,05570686,1.0,1.0,0.0,1.0
04411620,04411620,1.0,1.0,1.0,1.0
08117155,08117155,1.0,1.0,1.0,1.0
02244285,02244285,1.0,1.0,1.0,1.0
01138703,01138703,1.0,1.0,1.0,1.0
03852758,05730127,1.0,1.0,0.142857142857,0.0
05730127,05730127,1.0,1.0,1.0,1.0
06928370,05730127,1.0,1.0,0.0,0.0
05300424,05300424,1.0,1.0,1.0,1.0
01845750,01845750,1.0,1.0,1.0,1.0
00337072,00337072,1.0,1.0,1.0,1.0
04330028,08156641,0.5,0.0,0.166666666667,0.0
00081180,00081180,1.0,1.0,1.0,1.0
05209564,05209564,1.0,1.0,1.0,1.0
03766831,03766831,1.0,1.0,1.0,1.0
05718569,05718569,1.0,1.0,1.0,1.0
07256606,07256606,1.0,1.0,1.0,1.0
07256606,06772496,1.0,0.333333333333,0.0,1.0
06772496,07256606,1.0,0.333333333333,0.0,1.0
06772496,06772496,1.0,1.0,1.0,1.0
01021457,01021457,1.0,1.0,1.0,1.0
04727632,04727632,1.0,1.0,1.0,1.0
07554900,07554900,1.0,1.0,1.0,1.0
04454642,04454642,1.0,1.0,1.0,1.0
01098237,01098237,1.0,1.0,1.0,1.0
01496645,01460486,1.0,1.0,0.25,1.0
01460486,01460486,1.0,1.0,1.0,1.0
03177632,03177632,1.0,1.0,1.0,1.0
06942182,06942182,1.0,1.0,1.0,1.0
07666989,07666989,1.0,1.0,1.0,1.0
02831380,02735872,0.714285714286,0.333333333333,0.0,1.0
00285734,00285734,1.0,1.0,1.0,1.0
00704926,00704926,1.0,1.0,1.0,1.0
07012979,07012979,1.0,1.0,1.0,1.0
01596531,01596531,1.0,1.0,1.0,1.0
06583282,06583282,1.0,1.0,1.0,1.0
05354235,05354235,1.0,1.0,1.0,1.0
07587146,05606125,1.0,0.0,0.0,1.0
07587146,07587146,1.0,0.0,1.0,1.0
02135192,05606125,1.0,0.0,0.142857142857,1.0
02135192,07587146,1.0,0.0,0.0,1.0
02885868,03328714,0.666666666667,0.8,0.125,1.0
02885868,02524066,0.666666666667,1.0,0.25,1.0
02885868,02885868,1.0,1.0,1.0,1.0
02885868,02174230,0.666666666667,0.8,0.0,1.0
03328714,03328714,1.0,1.0,1.0,1.0
03328714,02524066,1.0,0.8,0.142857142857,1.0
03328714,02885868,0.666666666667,0.8,0.125,1.0
03328714,02174230,1.0,1.0,0.0,1.0
05957035,03328714,0.666666666667,0.8,0.2,1.0
05957035,02524066,0.666666666667,1.0,0.0,1.0
05957035,02885868,0.8,1.0,0.25,1.0
05957035,02174230,0.666666666667,0.8,0.0,1.0
02174230,03328714,1.0,1.0,0.0,1.0
02174230,02524066,1.0,0.8,0.142857142857,1.0
02174230,02885868,0.666666666667,0.8,0.0,1.0
02174230,02174230,1.0,1.0,1.0,1.0
07000061,07000061,1.0,1.0,1.0,1.0
07968816,07968816,1.0,1.0,1.0,1.0
02802005,02802005,1.0,1.0,1.0,1.0
07797654,07797654,1.0,1.0,1.0,1.0
00907645,00907645,1.0,1.0,1.0,1.0
07411077,07411077,1.0,1.0,1.0,1.0
07411077,07762159,1.0,0.6,0.125,1.0
07411077,07152937,1.0,0.6,0.0,1.0
07152937,07411077,1.0,0.6,0.0,1.0
07152937,07762159,1.0,0.8,0.272727272727,1.0
07152937,07152937,1.0,1.0,1.0,1.0
07856116,07411077,1.0,1.0,0.0,1.0
07856116,07762159,1.0,0.6,0.166666666667,1.0
07856116,07152937,1.0,0.6,0.0909090909091,1.0
07762159,07411077,1.0,0.6,0.125,1.0
07762159,07762159,1.0,1.0,1.0,1.0
07762159,07152937,1.0,0.8,0.272727272727,1.0
00111674,00111674,1.0,1.0,1.0,1.0
05827329,05827329,1.0,1.0,1.0,1.0
07580550,07580550,1.0,1.0,1.0,1.0
05202487,05202487,1.0,1.0,1.0,1.0
03750407,03750407,1.0,1.0,1.0,1.0
05996769,05996769,1.0,1.0,1.0,1.0
07164212,07164212,1.0,1.0,1.0,1.0
06223326,06223326,1.0,1.0,1.0,1.0
01136512,01136512,1.0,1.0,1.0,1.0
06698687,06698687,1.0,1.0,1.0,1.0
03497417,04815997,0.6,1.0,0.111111111111,1.0
03497417,03497417,1.0,1.0,1.0,1.0
00810615,00810615,1.0,1.0,1.0,1.0
03730116,03730116,1.0,1.0,1.0,1.0
05058645,05058645,1.0,1.0,1.0,1.0
03744563,03744563,1.0,1.0,1.0,1.0
03147268,03147268,1.0,1.0,1.0,1.0
03147268,05582112,1.0,1.0,0.4,1.0
05582112,03147268,1.0,1.0,0.4,1.0
05582112,05582112,1.0,1.0,1.0,1.0
06895962,06895962,1.0,1.0,1.0,1.0
05925703,06895962,1.0,1.0,0.125,1.0
00076146,04255845,1.0,1.0,0.0,1.0
04255845,04255845,1.0,1.0,1.0,1.0
06236500,06236500,1.0,1.0,1.0,1.0
02538954,02538954,1.0,1.0,1.0,1.0
02538954,00716102,1.0,0.25,0.0,1.0
00716102,02538954,1.0,0.25,0.0,1.0
00716102,00716102,1.0,1.0,1.0,1.0
04069722,06392722,0.4,1.0,0.166666666667,1.0
04069722,08179267,0.4,0.5,0.0,0.0
04069722,05763906,0.4,1.0,0.166666666667,1.0
04069722,06634980,0.4,0.8,0.25,1.0
03238752,06392722,0.8,1.0,0.166666666667,1.0
03238752,08179267,1.0,0.5,0.142857142857,0.0
03238752,05763906,0.8,1.0,0.166666666667,1.0
03238752,06634980,0.8,0.8,0.25,1.0
08179267,06392722,0.8,0.5,0.142857142857,0.0
08179267,08179267,1.0,1.0,1.0,1.0
08179267,05763906,0.8,0.5,0.0,0.0
08179267,06634980,0.8,0.4,0.125,0.0
02905856,02905856,1.0,0.0,1.0,1.0
02905856,00949589,1.0,0.0,0.0,1.0
00949589,02905856,1.0,0.0,0.0,1.0
00949589,00949589,1.0,0.0,1.0,1.0
04366046,04366046,1.0,1.0,1.0,1.0
00765303,00765303,1.0,1.0,1.0,1.0
02893485,03358220,1.0,1.0,0.142857142857,1.0
02893485,00036801,1.0,1.0,0.285714285714,1.0
03358220,03358220,1.0,1.0,1.0,1.0
03358220,00036801,1.0,1.0,0.0,1.0
00202445,03358220,1.0,1.0,0.125,1.0
00202445,00036801,1.0,1.0,0.0,1.0
00731591,03358220,1.0,1.0,0.0,1.0
